"page_domain","3p_request_domain","3p_domain_owner","3p_domain_owner_country"
"expresszeitung.com","google-analytics.com","Google Analytics","US"
"expresszeitung.com","google.ch","Google","US"
"expresszeitung.com","google.com","Google","US"
"expresszeitung.com","googleapis.com","Google APIs","US"
"expresszeitung.com","googletagmanager.com","Google Tag Manager","US"
"expresszeitung.com","gstatic.com","Google","US"
"expresszeitung.com","hotjar.com","Hotjar","MT"
"expresszeitung.com","issuu.com","",""
"expresszeitung.com","isu.pub","",""
"expresszeitung.com","jsdelivr.net","jsDelivr","US"
"expresszeitung.com","paypal.com","",""
"expresszeitung.com","paypalobjects.com","",""
"expresszeitung.com","quantcount.com","Quantcast","US"
"expresszeitung.com","quantserve.com","Quantcast","US"
"extremnews.com","google-analytics.com","Google Analytics","US"
"faktum-magazin.de","amazon-adsystem.com","Amazon Marketing Services","US"
"faktum-magazin.de","doubleclick.net","DoubleClick","US"
"faktum-magazin.de","ggpht.com","Google","US"
"faktum-magazin.de","google.com","Google","US"
"faktum-magazin.de","googleapis.com","Google APIs","US"
"faktum-magazin.de","gstatic.com","Google","US"
"faktum-magazin.de","media-amazon.com","Amazon","US"
"faktum-magazin.de","wp.com","Wordpress","US"
"faktum-magazin.de","youtube.com","YouTube","US"
"faktum-magazin.de","ytimg.com","YouTube","US"
"feed-reader.net","cloudflare.com","Cloudflare","US"
"fischundfleisch.com","doubleclick.net","DoubleClick","US"
"fischundfleisch.com","facebook.net","Facebook","US"
"fischundfleisch.com","google-analytics.com","Google Analytics","US"
"fischundfleisch.com","polyfill.io","",""
"free21.org","gstatic.com","Google","US"
"freie-welt.eu","freeprivacypolicy.com","",""
"freie-welt.eu","google.com","Google","US"
"freie-welt.eu","googleapis.com","Google APIs","US"
"freie-welt.eu","gstatic.com","Google","US"
"freie-welt.eu","tsecurity.de","",""
"freiesicht.org","doubleclick.net","DoubleClick","US"
"freiesicht.org","ggpht.com","Google","US"
"freiesicht.org","google-analytics.com","Google Analytics","US"
"freiesicht.org","google.com","Google","US"
"freiesicht.org","googleapis.com","Google APIs","US"
"freiesicht.org","gstatic.com","Google","US"
"freiesicht.org","youtube.com","YouTube","US"
"freiesicht.org","ytimg.com","YouTube","US"
"freiewelt.net","googleapis.com","Google APIs","US"
"freiewelt.net","gstatic.com","Google","US"
"geolitico.de","adnxs-simple.com","",""
"geolitico.de","cdntrf.com","",""
"geolitico.de","cloudfront.net","Amazon","US"
"geolitico.de","doubleclick.net","DoubleClick","US"
"geolitico.de","google-analytics.com","Google Analytics","US"
"geolitico.de","google.ch","Google","US"
"geolitico.de","googleapis.com","Google APIs","US"
"geolitico.de","googletagmanager.com","Google Tag Manager","US"
"geolitico.de","jquery.com","JS Foundation","US"
"geolitico.de","opencmp.net","",""
"geolitico.de","plista.com","plista","DE"
"graswurzel.net","googleapis.com","Google APIs","US"
"heise.de","cloudimg.io","",""
"heise.de","ix.de","",""
"heise.de","mateti.net","Webtrekk","DE"
"heise.de","privacy-mgmt.com","",""
"heise.de","upscore.com","",""
"info-direkt.eu","bootstrapcdn.com","StackPath","US"
"info-direkt.eu","doubleclick.net","DoubleClick","US"
"info-direkt.eu","google-analytics.com","Google Analytics","US"
"info-direkt.eu","google.ch","Google","US"
"info-direkt.eu","google.com","Google","US"
"info-direkt.eu","googleadservices.com","AdSense","US"
"info-direkt.eu","googleapis.com","Google APIs","US"
"info-direkt.eu","googlesyndication.com","AdSense","US"
"info-direkt.eu","googletagmanager.com","Google Tag Manager","US"
"info-direkt.eu","googletagservices.com","Google Tag Manager","US"
"info-direkt.eu","gstatic.com","Google","US"
"info-direkt.eu","wp.com","Wordpress","US"
"infosperber.ch","cloudflare.com","Cloudflare","US"
"infosperber.ch","google-analytics.com","Google Analytics","US"
"infosperber.ch","googleapis.com","Google APIs","US"
"infosperber.ch","googletagmanager.com","Google Tag Manager","US"
"infosperber.ch","mailerlite.com","",""
"infosperber.ch","mlcdn.com","",""
"internetz-zeitung.eu","b37mrtl.ru","",""
"internetz-zeitung.eu","wikimedia.org","Wikimedia Foundation","US"
"journalistenwatch.com","ad.style","",""
"journalistenwatch.com","adingo.jp","Fluct","JP"
"journalistenwatch.com","adsrvr.org","The Trade Desk","US"
"journalistenwatch.com","agkn.com","Neustar Marketing","US"
"journalistenwatch.com","casalemedia.com","Index Exchange","CA"
"journalistenwatch.com","doubleclick.net","DoubleClick","US"
"journalistenwatch.com","fontawesome.com","Fonticons","US"
"journalistenwatch.com","foremedia.net","",""
"journalistenwatch.com","fraudscore.ai","",""
"journalistenwatch.com","google-analytics.com","Google Analytics","US"
"journalistenwatch.com","google.ch","Google","US"
"journalistenwatch.com","google.com","Google","US"
"journalistenwatch.com","googleadservices.com","AdSense","US"
"journalistenwatch.com","googleapis.com","Google APIs","US"
"journalistenwatch.com","googlesyndication.com","AdSense","US"
"journalistenwatch.com","googletagmanager.com","Google Tag Manager","US"
"journalistenwatch.com","googletagservices.com","Google Tag Manager","US"
"journalistenwatch.com","gstatic.com","Google","US"
"journalistenwatch.com","innovid.com","Innovid","US"
"journalistenwatch.com","loopme.me","Loopme","UK"
"journalistenwatch.com","media.net","Media.net","US"
"journalistenwatch.com","openx.net","OpenX","US"
"journalistenwatch.com","pubmatic.com","PubMatic","US"
"journalistenwatch.com","pubtagmanager.com","",""
"journalistenwatch.com","quantserve.com","Quantcast","US"
"journalistenwatch.com","rubiconproject.com","Rubicon Project","US"
"journalistenwatch.com","webpushr.com","",""
"journalistenwatch.com","wp.com","Wordpress","US"
"jungefreiheit.de","jf-buchdienst.de","",""
"kla.tv","klagemauer.tv","",""
"kontrast.at","googleapis.com","Google APIs","US"
"kontrast.at","gstatic.com","Google","US"
"kontrast.at","headroom.at","",""
"kopp-report.de","cloudflareinsights.com","",""
"kopp-report.de","doubleclick.net","DoubleClick","US"
"kopp-report.de","ggpht.com","Google","US"
"kopp-report.de","google-analytics.com","Google Analytics","US"
"kopp-report.de","google.ch","Google","US"
"kopp-report.de","google.com","Google","US"
"kopp-report.de","googleapis.com","Google APIs","US"
"kopp-report.de","googletagmanager.com","Google Tag Manager","US"
"kopp-report.de","gstatic.com","Google","US"
"kopp-report.de","sendinblue.com","",""
"kopp-report.de","sibautomation.com","",""
"kopp-report.de","youtube.com","YouTube","US"
"kopp-report.de","ytimg.com","YouTube","US"
"krautreporter.de","chartbeat.com","Chartbeat","US"
"krautreporter.de","chartbeat.net","Chartbeat","US"
"krautreporter.de","cloudfront.net","Amazon","US"
"krautreporter.de","webflow.com","",""
"krisenfrei.com","addthis.com","AddThis","US"
"krisenfrei.com","adingo.jp","Fluct","JP"
"krisenfrei.com","anti-spiegel.ru","",""
"krisenfrei.com","casalemedia.com","Index Exchange","CA"
"krisenfrei.com","doubleclick.net","DoubleClick","US"
"krisenfrei.com","free21.org","",""
"krisenfrei.com","gemius.pl","Gemius","PL"
"krisenfrei.com","ggpht.com","Google","US"
"krisenfrei.com","goldbroker.com","",""
"krisenfrei.com","goldswitzerland.com","",""
"krisenfrei.com","google.ch","Google","US"
"krisenfrei.com","google.com","Google","US"
"krisenfrei.com","googleadservices.com","AdSense","US"
"krisenfrei.com","googleapis.com","Google APIs","US"
"krisenfrei.com","googlesyndication.com","AdSense","US"
"krisenfrei.com","googletagmanager.com","Google Tag Manager","US"
"krisenfrei.com","googletagservices.com","Google Tag Manager","US"
"krisenfrei.com","gravatar.com","Gravatar","US"
"krisenfrei.com","gstatic.com","Google","US"
"krisenfrei.com","histats.com","HiStats","IT"
"krisenfrei.com","innovid.com","Innovid","US"
"krisenfrei.com","mookie1.com","Xaxis","US"
"krisenfrei.com","openx.net","OpenX","US"
"krisenfrei.com","pubmatic.com","PubMatic","US"
"krisenfrei.com","qpress.de","",""
"krisenfrei.com","quantserve.com","Quantcast","US"
"krisenfrei.com","rlcdn.com","LiveRamp","US"
"krisenfrei.com","rubiconproject.com","Rubicon Project","US"
"krisenfrei.com","trustpilot.com","",""
"krisenfrei.com","wordpress.com","Wordpress","US"
"krisenfrei.com","wp.com","Wordpress","US"
"krisenfrei.com","youtube.com","YouTube","US"
"krisenfrei.com","ytimg.com","YouTube","US"
"legitim.ch","cloudflare.com","Cloudflare","US"
"legitim.ch","facebook.com","Facebook","US"
"legitim.ch","facebook.net","Facebook","US"
"legitim.ch","google-analytics.com","Google Analytics","US"
"legitim.ch","googletagmanager.com","Google Tag Manager","US"
"legitim.ch","jsdelivr.net","jsDelivr","US"
"legitim.ch","parastorage.com","",""
"legitim.ch","pinterest.com","Pinterest","US"
"legitim.ch","visitor-analytics.io","",""
"legitim.ch","wix.com","",""
"legitim.ch","wixstatic.com","",""
"linksnet.de","in-berlin.de","",""
"m-v.tv","googleapis.com","Google APIs","US"
"m-v.tv","gstatic.com","Google","US"
"m-v.tv","michael-vogt.tv","",""
"menschenzeitung.de","addthis.com","AddThis","US"
"menschenzeitung.de","adingo.jp","Fluct","JP"
"menschenzeitung.de","agkn.com","Neustar Marketing","US"
"menschenzeitung.de","bootstrapcdn.com","StackPath","US"
"menschenzeitung.de","casalemedia.com","Index Exchange","CA"
"menschenzeitung.de","cloudflare.com","Cloudflare","US"
"menschenzeitung.de","doubleclick.net","DoubleClick","US"
"menschenzeitung.de","google.ch","Google","US"
"menschenzeitung.de","google.com","Google","US"
"menschenzeitung.de","googleadservices.com","AdSense","US"
"menschenzeitung.de","googleapis.com","Google APIs","US"
"menschenzeitung.de","googlesyndication.com","AdSense","US"
"menschenzeitung.de","googletagservices.com","Google Tag Manager","US"
"menschenzeitung.de","gstatic.com","Google","US"
"menschenzeitung.de","innovid.com","Innovid","US"
"menschenzeitung.de","kachelmannwetter.com","",""
"menschenzeitung.de","openx.net","OpenX","US"
"menschenzeitung.de","pubmatic.com","PubMatic","US"
"menschenzeitung.de","quantserve.com","Quantcast","US"
"menschenzeitung.de","rlcdn.com","LiveRamp","US"
"menschenzeitung.de","rubiconproject.com","Rubicon Project","US"
"menschenzeitung.de","twimg.com","Twitter","US"
"menschenzeitung.de","twitter.com","Twitter","US"
"menschenzeitung.de","walmart.com","Walmart","US"
