"page_domain","3p_request_domain","3p_domain_owner","3p_domain_owner_country"
"mosaik-blog.at","googleapis.com","Google APIs","US"
"mosaik-blog.at","gravatar.com","Gravatar","US"
"mosaik-blog.at","gstatic.com","Google","US"
"nachdenkseiten.de","wp.com","Wordpress","US"
"neopresse.com","bootstrapcdn.com","StackPath","US"
"neopresse.com","cleverpush.com","",""
"neopresse.com","doubleclick.net","DoubleClick","US"
"neopresse.com","facebook.com","Facebook","US"
"neopresse.com","facebook.net","Facebook","US"
"neopresse.com","google-analytics.com","Google Analytics","US"
"neopresse.com","google.ch","Google","US"
"neopresse.com","google.com","Google","US"
"neopresse.com","googleadservices.com","AdSense","US"
"neopresse.com","googleapis.com","Google APIs","US"
"neopresse.com","googlesyndication.com","AdSense","US"
"neopresse.com","googletagmanager.com","Google Tag Manager","US"
"neopresse.com","gstatic.com","Google","US"
"neopresse.com","jquery.com","JS Foundation","US"
"neopresse.com","wh2120.de","",""
"netkompakt.de","google-analytics.com","Google Analytics","US"
"netkompakt.de","googleapis.com","Google APIs","US"
"netkompakt.de","gstatic.com","Google","US"
"netkompakt.de","imgur.com","",""
"netkompakt.de","wp.com","Wordpress","US"
"netzfrauen.org","adingo.jp","Fluct","JP"
"netzfrauen.org","agkn.com","Neustar Marketing","US"
"netzfrauen.org","casalemedia.com","Index Exchange","CA"
"netzfrauen.org","cloudflare.com","Cloudflare","US"
"netzfrauen.org","doubleclick.net","DoubleClick","US"
"netzfrauen.org","google.ch","Google","US"
"netzfrauen.org","google.com","Google","US"
"netzfrauen.org","googleadservices.com","AdSense","US"
"netzfrauen.org","googleapis.com","Google APIs","US"
"netzfrauen.org","googlesyndication.com","AdSense","US"
"netzfrauen.org","googletagservices.com","Google Tag Manager","US"
"netzfrauen.org","gstatic.com","Google","US"
"netzfrauen.org","mookie1.com","Xaxis","US"
"netzfrauen.org","openx.net","OpenX","US"
"netzfrauen.org","pubmatic.com","PubMatic","US"
"netzfrauen.org","quantserve.com","Quantcast","US"
"news-front.info","2kita.com","",""
"news-front.info","addthis.com","AddThis","US"
"news-front.info","addthisedge.com","AddThis","US"
"news-front.info","doubleclick.net","DoubleClick","US"
"news-front.info","github.io","",""
"news-front.info","google-analytics.com","Google Analytics","US"
"news-front.info","google.ch","Google","US"
"news-front.info","google.com","Google","US"
"news-front.info","googleapis.com","Google APIs","US"
"news-front.info","googlesyndication.com","AdSense","US"
"news-front.info","googletagmanager.com","Google Tag Manager","US"
"news-front.info","gstatic.com","Google","US"
"news-front.info","luxadv.com","",""
"news-front.info","moatads.com","Moat","US"
"news-front.info","yadro.ru","Yadro","RU"
"news-front.info","yandex.ru","Yandex","RU"
"ngo-online.de","2mdn.net","DoubleClick","US"
"ngo-online.de","addthis.com","AddThis","US"
"ngo-online.de","adingo.jp","Fluct","JP"
"ngo-online.de","adkernel.com","",""
"ngo-online.de","adsafeprotected.com","Integral Ad Science","US"
"ngo-online.de","agkn.com","Neustar Marketing","US"
"ngo-online.de","appier.net","Appier","TW"
"ngo-online.de","casalemedia.com","Index Exchange","CA"
"ngo-online.de","doubleclick.net","DoubleClick","US"
"ngo-online.de","gemius.pl","Gemius","PL"
"ngo-online.de","google-analytics.com","Google Analytics","US"
"ngo-online.de","google.ch","Google","US"
"ngo-online.de","google.com","Google","US"
"ngo-online.de","googleadservices.com","AdSense","US"
"ngo-online.de","googleapis.com","Google APIs","US"
"ngo-online.de","googlesyndication.com","AdSense","US"
"ngo-online.de","googletagmanager.com","Google Tag Manager","US"
"ngo-online.de","googletagservices.com","Google Tag Manager","US"
"ngo-online.de","gstatic.com","Google","US"
"ngo-online.de","innovid.com","Innovid","US"
"ngo-online.de","mookie1.com","Xaxis","US"
"ngo-online.de","openx.net","OpenX","US"
"ngo-online.de","outbrain.com","Outbrain","US"
"ngo-online.de","outbrainimg.com","",""
"ngo-online.de","paypal.com","",""
"ngo-online.de","paypalobjects.com","",""
"ngo-online.de","pubmatic.com","PubMatic","US"
"ngo-online.de","quantserve.com","Quantcast","US"
"ngo-online.de","rlcdn.com","LiveRamp","US"
"ngo-online.de","rubiconproject.com","Rubicon Project","US"
"ngo-online.de","smaato.net","",""
"ngo-online.de","stackadapt.com","",""
"ngo-online.de","tribalfusion.com","Tribal Fusion","US"
"ngo-online.de","walmart.com","Walmart","US"
"ngo-online.de","yahoo.com","Yahoo","US"
"ngo-online.de","zemanta.com","",""
"novo-argumente.com","fonts.net","Fonts.com","US"
"novo-argumente.com","google-analytics.com","Google Analytics","US"
"nrhz.de","google-analytics.com","Google Analytics","US"
"nuoflix.de","b-cdn.net","",""
"nuoflix.de","doubleclick.net","DoubleClick","US"
"nuoflix.de","google-analytics.com","Google Analytics","US"
"nuoflix.de","google.com","Google","US"
"nuoflix.de","googleapis.com","Google APIs","US"
"nuoflix.de","googletagmanager.com","Google Tag Manager","US"
"nuoflix.de","gstatic.com","Google","US"
"nuoflix.de","nuoviso.tv","",""
"perspective-daily.de","imgix.net","Imgix","US"
"perspective-daily.de","perspective-daily.com","",""
"peymani.de","bod.com","",""
"peymani.de","bod.de","",""
"peymani.de","facebook.com","Facebook","US"
"peymani.de","facebook.net","Facebook","US"
"peymani.de","fbcdn.net","Facebook","US"
"peymani.de","partner-versicherung.de","",""
"peymani.de","paypal.com","",""
"peymani.de","paypalobjects.com","",""
"peymani.de","wp.com","Wordpress","US"
"philosophia-perennis.com","doubleclick.net","DoubleClick","US"
"philosophia-perennis.com","google-analytics.com","Google Analytics","US"
"philosophia-perennis.com","google.ch","Google","US"
"philosophia-perennis.com","google.com","Google","US"
"philosophia-perennis.com","googletagmanager.com","Google Tag Manager","US"
"philosophia-perennis.com","gravatar.com","Gravatar","US"
"philosophia-perennis.com","onesignal.com","",""
"philosophia-perennis.com","wp.com","Wordpress","US"
"pi-news.net","ad.style","",""
"pi-news.net","adspect.de","",""
"pi-news.net","adsrvr.org","The Trade Desk","US"
"pi-news.net","bootstrapcdn.com","StackPath","US"
"pi-news.net","doubleclick.net","DoubleClick","US"
"pi-news.net","fwmrm.net","FreeWheel","US"
"pi-news.net","google-analytics.com","Google Analytics","US"
"pi-news.net","google.com","Google","US"
"pi-news.net","googleapis.com","Google APIs","US"
"pi-news.net","gstatic.com","Google","US"
"pi-news.net","laptops-fair.de","",""
"pi-news.net","mmnews.de","",""
"pi-news.net","pubtagmanager.com","",""
"pi-news.net","sendpulse.com","",""
"pi-news.net","stickyadstv.com","StickyADS.tv","US"
"pi-news.net","vidoomy.com","",""
"politikstube.com","ad.style","",""
"politikstube.com","doubleclick.net","DoubleClick","US"
"politikstube.com","google-analytics.com","Google Analytics","US"
"politikstube.com","google.ch","Google","US"
"politikstube.com","google.com","Google","US"
"politikstube.com","googleadservices.com","AdSense","US"
"politikstube.com","googleapis.com","Google APIs","US"
"politikstube.com","googlesyndication.com","AdSense","US"
"politikstube.com","gstatic.com","Google","US"
"politikstube.com","pubtagmanager.com","",""
"politikstube.com","truepush.com","",""
"politikversagen.net","google-analytics.com","Google Analytics","US"
"politnews.org","apolut.net","",""
"politnews.org","awin1.com","AWIN","DE"
"politnews.org","b37mrtl.ru","",""
"politnews.org","casalemedia.com","Index Exchange","CA"
"politnews.org","conrad.ch","",""
"politnews.org","doubleclick.net","DoubleClick","US"
"politnews.org","gab.com","",""
"politnews.org","google.ch","Google","US"
"politnews.org","google.com","Google","US"
"politnews.org","googleadservices.com","AdSense","US"
"politnews.org","googleapis.com","Google APIs","US"
"politnews.org","googlesyndication.com","AdSense","US"
"politnews.org","googletagservices.com","Google Tag Manager","US"
"politnews.org","gstatic.com","Google","US"
"politnews.org","jsdelivr.net","jsDelivr","US"
"politnews.org","jungefreiheit.de","",""
"politnews.org","latina-press.com","",""
"politnews.org","nachdenkseiten.de","",""
"politnews.org","odycdn.com","",""
"politnews.org","philosophia-perennis.com","",""
"politnews.org","politikstube.com","",""
"politnews.org","redintelligence.net","",""
"politnews.org","wp.com","Wordpress","US"
"politnews.org","ytimg.com","YouTube","US"
"politonline.ch","googlesyndication.com","AdSense","US"
"pravda-tv.com","1rx.io","Blinkx","US"
"pravda-tv.com","33across.com","33Across","US"
"pravda-tv.com","360yield.com","Improve Digital","NL"
"pravda-tv.com","4dex.io","",""
"pravda-tv.com","a-mo.net","",""
"pravda-tv.com","ad-score.com","",""
"pravda-tv.com","ad.gt","",""
"pravda-tv.com","ad.style","",""
"pravda-tv.com","adcropper.com","",""
"pravda-tv.com","adform.net","AdForm","DK"
"pravda-tv.com","adgrx.com","AdGear","CA"
"pravda-tv.com","adition.com","Adition Technologies","DE"
"pravda-tv.com","adleadevent.com","",""
"pravda-tv.com","adnxs.com","Xandr","US"
"pravda-tv.com","adsrvr.org","The Trade Desk","US"
"pravda-tv.com","advertising.com","ONE by Aol","US"
"pravda-tv.com","agkn.com","Neustar Marketing","US"
"pravda-tv.com","amazon-adsystem.com","Amazon Marketing Services","US"
"pravda-tv.com","audrte.com","",""
"pravda-tv.com","ayads.co","",""
"pravda-tv.com","bannerflow.net","",""
"pravda-tv.com","bidr.io","Beeswax","US"
"pravda-tv.com","bidswitch.net","Bidswitch","US"
"pravda-tv.com","bidtheatre.com","Bidtheatre","SE"
"pravda-tv.com","bluekai.com","Oracle Blue Kai","US"
"pravda-tv.com","brainlyads.com","",""
"pravda-tv.com","casalemedia.com","Index Exchange","CA"
"pravda-tv.com","cloudfront.net","Amazon","US"
"pravda-tv.com","connectad.io","",""
"pravda-tv.com","consensu.org","IAB Europe","BE"
"pravda-tv.com","contextweb.com","PulsePoint","US"
"pravda-tv.com","cookieless-data.com","",""
"pravda-tv.com","cpx.to","Avocet","UK"
"pravda-tv.com","creative-serving.com","",""
"pravda-tv.com","creativecdn.com","",""
"pravda-tv.com","criteo.com","Criteo","FR"
"pravda-tv.com","criteo.net","Criteo","FR"
"pravda-tv.com","crwdcntrl.net","Lotame","US"
"pravda-tv.com","cryptobrowser.site","",""
"pravda-tv.com","cryptobrowser.store","",""
"pravda-tv.com","ctnsnet.com","Crimtan","UK"
"pravda-tv.com","de17a.com","",""
"pravda-tv.com","demdex.net","Adobe Audience Manager","US"
"pravda-tv.com","dotomi.com","Dotomi","US"
"pravda-tv.com","doubleclick.net","DoubleClick","US"
"pravda-tv.com","e-planning.net","",""
"pravda-tv.com","erne.co","",""
"pravda-tv.com","eu-1-id5-sync.com","",""
"pravda-tv.com","everesttech.net","Adobe Experience Cloud","US"
"pravda-tv.com","exelator.com","exelate","US"
"pravda-tv.com","facebook.com","Facebook","US"
"pravda-tv.com","facebook.net","Facebook","US"
"pravda-tv.com","fiftyt.com","Fifty Technology","UK"
"pravda-tv.com","fwmrm.net","FreeWheel","US"
"pravda-tv.com","google-analytics.com","Google Analytics","US"
"pravda-tv.com","google.ch","Google","US"
"pravda-tv.com","google.com","Google","US"
"pravda-tv.com","googleadservices.com","AdSense","US"
"pravda-tv.com","googleapis.com","Google APIs","US"
"pravda-tv.com","googlesyndication.com","AdSense","US"
"pravda-tv.com","gstatic.com","Google","US"
"pravda-tv.com","hadronid.net","",""
"pravda-tv.com","id5-sync.com","ID5 Technology","UK"
"pravda-tv.com","imrworldwide.com","Nielsen Online","US"
"pravda-tv.com","iprom.net","",""
"pravda-tv.com","krxd.net","Salesforce DMP","US"
"pravda-tv.com","leadplace.fr","",""
"pravda-tv.com","liadm.com","LiveIntent","US"
"pravda-tv.com","lijit.com","Sovrn","US"
"pravda-tv.com","linkedin.com","LinkedIn","US"
"pravda-tv.com","loopme.me","Loopme","UK"
"pravda-tv.com","mathtag.com","Media Math","US"
"pravda-tv.com","mookie1.com","Xaxis","US"
"pravda-tv.com","nrich.ai","",""
"pravda-tv.com","omnitagjs.com","ADYOULIKE","US"
"pravda-tv.com","onaudience.com","OnAudience","UK"
"pravda-tv.com","onetag-sys.com","",""
"pravda-tv.com","openx.net","OpenX","US"
"pravda-tv.com","outbrain.com","Outbrain","US"
"pravda-tv.com","outbrainimg.com","",""
"pravda-tv.com","paypal.com","",""
"pravda-tv.com","paypalobjects.com","",""
"pravda-tv.com","playground.xyz","",""
"pravda-tv.com","powerad.ai","",""
"pravda-tv.com","pubmatic.com","PubMatic","US"
"pravda-tv.com","pubtagmanager.com","",""
"pravda-tv.com","quantcast.com","Quantcast","US"
"pravda-tv.com","quantcount.com","Quantcast","US"
"pravda-tv.com","quantserve.com","Quantcast","US"
"pravda-tv.com","rfihub.com","Rocketfuel","US"
"pravda-tv.com","richaudience.com","",""
"pravda-tv.com","rlcdn.com","LiveRamp","US"
"pravda-tv.com","rqtrk.eu","",""
"pravda-tv.com","rubiconproject.com","Rubicon Project","US"
"pravda-tv.com","sascdn.com","Smart AdServer","FR"
"pravda-tv.com","sddan.com","",""
"pravda-tv.com","semasio.net","Semasio","DE"
"pravda-tv.com","sharethrough.com","Sharethrough","US"
"pravda-tv.com","simpli.fi","simpli.fi","US"
"pravda-tv.com","sitescout.com","SiteScout","US"
"pravda-tv.com","smartadserver.com","Smart AdServer","FR"
"pravda-tv.com","smilewanted.com","",""
"pravda-tv.com","splicky.com","",""
"pravda-tv.com","sportradarserving.com","",""
"pravda-tv.com","stackadapt.com","",""
"pravda-tv.com","stickyadstv.com","StickyADS.tv","US"
"pravda-tv.com","taboola.com","Taboola","US"
"pravda-tv.com","tapad.com","TapAd","US"
"pravda-tv.com","themoneytizer.com","",""
"pravda-tv.com","tidaltv.com","Videology Group","US"
"pravda-tv.com","tmyzer.com","",""
"pravda-tv.com","tribalfusion.com","Tribal Fusion","US"
"pravda-tv.com","truffle.bid","",""
"pravda-tv.com","turn.com","Turn","US"
"pravda-tv.com","unrulymedia.com","Unruly","UK"
"pravda-tv.com","vidoomy.com","",""
"pravda-tv.com","vitaminum.net","",""
"pravda-tv.com","weborama.fr","Weborama","FR"
"pravda-tv.com","widespace.com","",""
"pravda-tv.com","wp.com","Wordpress","US"
"pravda-tv.com","yahoo.com","Yahoo","US"
"pravda-tv.com","zemanta.com","",""
"pravda-tv.com","zeotap.com","Zeotap","DE"
"pravda-tv.com","zprk.io","",""
"pressecop24.com","1rx.io","Blinkx","US"
"pressecop24.com","2mdn.net","DoubleClick","US"
"pressecop24.com","33across.com","33Across","US"
"pressecop24.com","360yield.com","Improve Digital","NL"
"pressecop24.com","3lift.com","TripleLift","US"
"pressecop24.com","4dex.io","",""
"pressecop24.com","a-mo.net","",""
"pressecop24.com","ad4m.at","",""
"pressecop24.com","adform.net","AdForm","DK"
"pressecop24.com","adgrx.com","AdGear","CA"
"pressecop24.com","adhigh.net","GetIntent","US"
"pressecop24.com","adition.com","Adition Technologies","DE"
"pressecop24.com","adleadevent.com","",""
"pressecop24.com","admedo.com","",""
"pressecop24.com","adnxs-simple.com","",""
"pressecop24.com","adnxs.com","Xandr","US"
"pressecop24.com","adsafety.net","",""
"pressecop24.com","adsrvr.org","The Trade Desk","US"
"pressecop24.com","advangelists.com","",""
"pressecop24.com","agkn.com","Neustar Marketing","US"
"pressecop24.com","aidata.io","",""
"pressecop24.com","amazon-adsystem.com","Amazon Marketing Services","US"
"pressecop24.com","andbeyond.media","",""
"pressecop24.com","audrte.com","",""
"pressecop24.com","avct.cloud","",""
"pressecop24.com","betweendigital.com","",""
"pressecop24.com","bidr.io","Beeswax","US"
"pressecop24.com","bidswitch.net","Bidswitch","US"
"pressecop24.com","bidtheatre.com","Bidtheatre","SE"
"pressecop24.com","bluekai.com","Oracle Blue Kai","US"
"pressecop24.com","bnmla.com","",""
"pressecop24.com","bumlam.com","",""
"pressecop24.com","casalemedia.com","Index Exchange","CA"
"pressecop24.com","cloudfront.net","Amazon","US"
"pressecop24.com","company-target.com","Demandbase","US"
"pressecop24.com","connectad.io","",""
"pressecop24.com","contextweb.com","PulsePoint","US"
"pressecop24.com","cpx.to","Avocet","UK"
"pressecop24.com","creative-serving.com","",""
"pressecop24.com","creativecdn.com","",""
"pressecop24.com","criteo.com","Criteo","FR"
"pressecop24.com","criteo.net","Criteo","FR"
"pressecop24.com","crwdcntrl.net","Lotame","US"
"pressecop24.com","ctnsnet.com","Crimtan","UK"
"pressecop24.com","de17a.com","",""
"pressecop24.com","deepintent.com","DeepIntent","US"
"pressecop24.com","demdex.net","Adobe Audience Manager","US"
"pressecop24.com","digitaleast.mobi","",""
"pressecop24.com","disqus.com","Disqus","US"
"pressecop24.com","dotomi.com","Dotomi","US"
"pressecop24.com","doubleclick.net","DoubleClick","US"
"pressecop24.com","dyntrk.com","Dynadmic","FR"
"pressecop24.com","e-planning.net","",""
"pressecop24.com","emxdgt.com","Engine Media Exchange","US"
"pressecop24.com","erne.co","",""
"pressecop24.com","eu-1-id5-sync.com","",""
"pressecop24.com","everesttech.net","Adobe Experience Cloud","US"
"pressecop24.com","exelator.com","exelate","US"
"pressecop24.com","fiftyt.com","Fifty Technology","UK"
"pressecop24.com","fwmrm.net","FreeWheel","US"
"pressecop24.com","goldsilbershop.de","",""
"pressecop24.com","google.com","Google","US"
"pressecop24.com","googleapis.com","Google APIs","US"
"pressecop24.com","googlesyndication.com","AdSense","US"
"pressecop24.com","googletagservices.com","Google Tag Manager","US"
"pressecop24.com","gstatic.com","Google","US"
"pressecop24.com","gumgum.com","Gumgum","US"
"pressecop24.com","id5-sync.com","ID5 Technology","UK"
"pressecop24.com","imrworldwide.com","Nielsen Online","US"
"pressecop24.com","inmobi.com","Inmobi","IN"
"pressecop24.com","ipredictive.com","",""
"pressecop24.com","iprom.net","",""
"pressecop24.com","iqzone.com","",""
"pressecop24.com","krxd.net","Salesforce DMP","US"
"pressecop24.com","leadplace.fr","",""
"pressecop24.com","lijit.com","Sovrn","US"
"pressecop24.com","linkedin.com","LinkedIn","US"
"pressecop24.com","loopme.me","Loopme","UK"
"pressecop24.com","mathtag.com","Media Math","US"
"pressecop24.com","media.net","Media.net","US"
"pressecop24.com","minutemedia-prebid.com","",""
"pressecop24.com","mookie1.com","Xaxis","US"
"pressecop24.com","omnitagjs.com","ADYOULIKE","US"
"pressecop24.com","onaudience.com","OnAudience","UK"
"pressecop24.com","onetag-sys.com","",""
"pressecop24.com","openx.net","OpenX","US"
"pressecop24.com","opera.com","",""
"pressecop24.com","otm-r.com","",""
"pressecop24.com","outbrain.com","Outbrain","US"
"pressecop24.com","paypalobjects.com","",""
"pressecop24.com","playground.xyz","",""
"pressecop24.com","pubmatic.com","PubMatic","US"
"pressecop24.com","pubmine.com","",""
"pressecop24.com","quantcast.com","Quantcast","US"
"pressecop24.com","quantcount.com","Quantcast","US"
"pressecop24.com","quantserve.com","Quantcast","US"
"pressecop24.com","rfihub.com","Rocketfuel","US"
"pressecop24.com","richaudience.com","",""
"pressecop24.com","rlcdn.com","LiveRamp","US"
"pressecop24.com","rqtrk.eu","",""
"pressecop24.com","rubiconproject.com","Rubicon Project","US"
"pressecop24.com","sascdn.com","Smart AdServer","FR"
"pressecop24.com","scoota.co","",""
"pressecop24.com","sddan.com","",""
"pressecop24.com","semasio.net","Semasio","DE"
"pressecop24.com","servenobid.com","",""
"pressecop24.com","serverbid.com","",""
"pressecop24.com","sharethrough.com","Sharethrough","US"
"pressecop24.com","simpli.fi","simpli.fi","US"
"pressecop24.com","sitescout.com","SiteScout","US"
"pressecop24.com","smaato.net","",""
"pressecop24.com","smartadserver.com","Smart AdServer","FR"
"pressecop24.com","smartstream.tv","",""
"pressecop24.com","smilewanted.com","",""
"pressecop24.com","smrtb.com","",""
"pressecop24.com","socdm.com","",""
"pressecop24.com","sonobi.com","Sonobi","US"
"pressecop24.com","sportradarserving.com","",""
"pressecop24.com","stackadapt.com","",""
"pressecop24.com","stickyadstv.com","StickyADS.tv","US"
"pressecop24.com","taboola.com","Taboola","US"
"pressecop24.com","tapad.com","TapAd","US"
"pressecop24.com","taptapnetworks.com","",""
"pressecop24.com","teads.tv","Teads","US"
"pressecop24.com","technoratimedia.com","",""
"pressecop24.com","telegram-cdn.org","",""
"pressecop24.com","telegram.org","",""
"pressecop24.com","themoneytizer.com","",""
"pressecop24.com","tidaltv.com","Videology Group","US"
"pressecop24.com","tmyzer.com","",""
"pressecop24.com","tns-counter.ru","EDFACT","RU"
"pressecop24.com","toast.com","",""
"pressecop24.com","tremorhub.com","Tremor Video","US"
"pressecop24.com","tribalfusion.com","Tribal Fusion","US"
"pressecop24.com","truffle.bid","",""
"pressecop24.com","turn.com","Turn","US"
"pressecop24.com","tynt.com","33Across","US"
"pressecop24.com","videobyte.com","",""
"pressecop24.com","w55c.net","DataXu","US"
"pressecop24.com","weborama.fr","Weborama","FR"
"pressecop24.com","wetter.com","",""
"pressecop24.com","wettercomassets.com","",""
"pressecop24.com","widespace.com","",""
"pressecop24.com","wp.com","Wordpress","US"
"pressecop24.com","yahoo.com","Yahoo","US"
"pressecop24.com","yandex.ru","Yandex","RU"
"pressecop24.com","zemanta.com","",""
"pressecop24.com","zeotap.com","Zeotap","DE"
"propagandafront.de","bloggerei.de","",""
"propagandafront.de","doubleclick.net","DoubleClick","US"
"propagandafront.de","google.ch","Google","US"
"propagandafront.de","google.com","Google","US"
"propagandafront.de","googleadservices.com","AdSense","US"
"propagandafront.de","googlesyndication.com","AdSense","US"
"propagandafront.de","gstatic.com","Google","US"
"publicomag.com","google-analytics.com","Google Analytics","US"
"publicomag.com","googletagmanager.com","Google Tag Manager","US"
"qpress.de","cloudfront.net","Amazon","US"
"qpress.de","doubleclick.net","DoubleClick","US"
"qpress.de","ecomm.events","",""
"qpress.de","ecwid.com","",""
"qpress.de","facebook.net","Facebook","US"
"qpress.de","ggpht.com","Google","US"
"qpress.de","google-analytics.com","Google Analytics","US"
"qpress.de","google.ch","Google","US"
"qpress.de","google.com","Google","US"
"qpress.de","googleadservices.com","AdSense","US"
"qpress.de","googleapis.com","Google APIs","US"
"qpress.de","googlesyndication.com","AdSense","US"
"qpress.de","googletagmanager.com","Google Tag Manager","US"
"qpress.de","gravatar.com","Gravatar","US"
"qpress.de","gstatic.com","Google","US"
"qpress.de","histats.com","HiStats","IT"
"qpress.de","paypal.com","",""
"qpress.de","paypalobjects.com","",""
"qpress.de","responsivevoice.org","",""
"qpress.de","w.org","Wordpress","US"
"qpress.de","webpushr.com","",""
"qpress.de","wp.com","Wordpress","US"
"qpress.de","youtube.com","YouTube","US"
"qpress.de","ytimg.com","YouTube","US"
"radio-utopie.de","2mdn.net","DoubleClick","US"
"radio-utopie.de","doubleclick.net","DoubleClick","US"
"radio-utopie.de","google-analytics.com","Google Analytics","US"
"radio-utopie.de","google.ch","Google","US"
"radio-utopie.de","google.com","Google","US"
"radio-utopie.de","googleapis.com","Google APIs","US"
"radio-utopie.de","googlesyndication.com","AdSense","US"
"radio-utopie.de","rmbl.ws","",""
"radio-utopie.de","rumble.com","",""
"republik.ch","project-r.construction","",""
"republik.ch","repub.ch","",""
"rf-news.de","typekit.net","Adobe Fonts","US"
"roteanneliese.ch","amazonaws.com","Amazon Web Services","US"
"roteanneliese.ch","cloudflareinsights.com","",""
"roteanneliese.ch","donorbox.org","",""
"roteanneliese.ch","facebook.com","Facebook","US"
"roteanneliese.ch","facebook.net","Facebook","US"
"roteanneliese.ch","fbcdn.net","Facebook","US"
"roteanneliese.ch","getmdl.io","",""
"roteanneliese.ch","googleapis.com","Google APIs","US"
"roteanneliese.ch","gstatic.com","Google","US"
"roteanneliese.ch","recaptcha.net","",""
"roteanneliese.ch","stripe.com","",""
"roteanneliese.ch","stripe.network","",""
"rt.com","b37mrtl.ru","",""
"rt.com","doubleclick.net","DoubleClick","US"
"rt.com","facebook.com","Facebook","US"
"rt.com","facebook.net","Facebook","US"
"rt.com","getreplybox.com","",""
"rt.com","google-analytics.com","Google Analytics","US"
"rt.com","google.ch","Google","US"
"rt.com","google.com","Google","US"
"rt.com","googletagmanager.com","Google Tag Manager","US"
"rt.com","gstatic.com","Google","US"
"rt.com","lp4.io","Linkpulse","NO"
"rt.com","mail.ru","Mail.Ru Group","RU"
"rt.com","mycdn.me","",""
"rt.com","pingdom.net","",""
"rt.com","russiatoday.com","",""
"rt.com","scorecardresearch.com","ScorecardResearch","US"
"rt.com","taboola.com","Taboola","US"
"rt.com","vk.com","Vkontakte","RU"
"rt.com","yandex.ru","Yandex","RU"
"rt.com","yastatic.net","",""
"scharf-links.de","amazon-adsystem.com","Amazon Marketing Services","US"
"scharf-links.de","amazon.de","",""
"scharf-links.de","assoc-amazon.com","",""
"scharf-links.de","media-amazon.com","Amazon","US"
"schweizerzeit.ch","google-analytics.com","Google Analytics","US"
"schweizerzeit.ch","googleapis.com","Google APIs","US"
"schweizerzeit.ch","googletagmanager.com","Google Tag Manager","US"
"schweizerzeit.ch","gstatic.com","Google","US"
"sezession.de","cloudflareinsights.com","",""
"sezession.de","google.com","Google","US"
"sezession.de","grimmhold.de","",""
"sezession.de","gstatic.com","Google","US"
"sott.net","doubleclick.net","DoubleClick","US"
"sott.net","facebook.com","Facebook","US"
"sott.net","facebook.net","Facebook","US"
"sott.net","ggpht.com","Google","US"
"sott.net","google.com","Google","US"
"sott.net","googleapis.com","Google APIs","US"
"sott.net","gstatic.com","Google","US"
"sott.net","yandex.ru","Yandex","RU"
"sott.net","youtube.com","YouTube","US"
"sott.net","ytimg.com","YouTube","US"
"tagesstimme.com","google-analytics.com","Google Analytics","US"
"tagesstimme.com","googletagmanager.com","Google Tag Manager","US"
"tagesstimme.com","twitter.com","Twitter","US"
"tagesstimme.com","typekit.net","Adobe Fonts","US"
"tagnews.de","2mdn.net","DoubleClick","US"
"tagnews.de","addthis.com","AddThis","US"
"tagnews.de","adingo.jp","Fluct","JP"
"tagnews.de","adsrvr.org","The Trade Desk","US"
"tagnews.de","agkn.com","Neustar Marketing","US"
"tagnews.de","casalemedia.com","Index Exchange","CA"
"tagnews.de","doubleclick.net","DoubleClick","US"
"tagnews.de","gemius.pl","Gemius","PL"
"tagnews.de","geoplugin.net","",""
"tagnews.de","google.ch","Google","US"
"tagnews.de","google.com","Google","US"
"tagnews.de","googleadservices.com","AdSense","US"
"tagnews.de","googleapis.com","Google APIs","US"
"tagnews.de","googlesyndication.com","AdSense","US"
"tagnews.de","googletagservices.com","Google Tag Manager","US"
"tagnews.de","gstatic.com","Google","US"
"tagnews.de","innovid.com","Innovid","US"
"tagnews.de","jsdelivr.net","jsDelivr","US"
"tagnews.de","loopme.me","Loopme","UK"
"tagnews.de","media.net","Media.net","US"
"tagnews.de","mookie1.com","Xaxis","US"
"tagnews.de","openx.net","OpenX","US"
"tagnews.de","pubmatic.com","PubMatic","US"
"tagnews.de","quantserve.com","Quantcast","US"
"tagnews.de","rfihub.com","Rocketfuel","US"
"tagnews.de","rlcdn.com","LiveRamp","US"
"tagnews.de","rubiconproject.com","Rubicon Project","US"
"tagnews.de","walmart.com","Walmart","US"
"terra-kurier.de","vcounter.de","",""
"theeuropean.de","adform.net","AdForm","DK"
"theeuropean.de","adnxs.com","Xandr","US"
"theeuropean.de","adscale.de","AdScale","DE"
"theeuropean.de","adsrvr.org","The Trade Desk","US"
"theeuropean.de","amazonaws.com","Amazon Web Services","US"
"theeuropean.de","cloudflare.com","Cloudflare","US"
"theeuropean.de","doubleclick.net","DoubleClick","US"
"theeuropean.de","emailsys1a.net","",""
"theeuropean.de","facebook.net","Facebook","US"
"theeuropean.de","google-analytics.com","Google Analytics","US"
"theeuropean.de","google.ch","Google","US"
"theeuropean.de","google.com","Google","US"
"theeuropean.de","googleapis.com","Google APIs","US"
"theeuropean.de","googletagservices.com","Google Tag Manager","US"
"theeuropean.de","gstatic.com","Google","US"
"theeuropean.de","jsdelivr.net","jsDelivr","US"
"theeuropean.de","mathtag.com","Media Math","US"
"theeuropean.de","openx.net","OpenX","US"
"theeuropean.de","privacy-mgmt.com","",""
"theeuropean.de","quantserve.com","Quantcast","US"
