"total_crawls_ok","144"
"total_pages_ok","144"
"total_tasks_fail","5"
"total_tasks_attempted","149"
"percent_pages_ok","96.64"
"total_errors","44"
"total_cookies","1913"
"total_3p_cookies","1330"
"total_dom_storage","743"
"total_websockets","1"
"total_websocket_events","137"
"total_requests","23724"
"total_responses","23632"
"percent_requests_received","99.01"
"total_3p_requests","13003"
"total_3p_responses","12838"
"percent_3p_requests_received","98.68"
