"total_crawls_ok","238"
"total_pages_ok","238"
"total_tasks_fail","10"
"total_tasks_attempted","248"
"percent_pages_ok","95.97"
"total_errors","121"
"total_cookies","3783"
"total_3p_cookies","2557"
"total_misc_storage","1658"
"total_websockets","8"
"total_websocket_events","235"
"total_requests","43121"
"total_responses","42966"
"percent_requests_received","99.13"
"total_3p_requests","26233"
"total_3p_responses","25932"
"percent_3p_requests_received","98.84"
